Ano,Trimestre,Cidade,Tipo de Imóvel,Material Utilizado,Quantidade (m³),Valor Material (R$),Área Construída (m²)
2022,Q1,Cidade A,Comercial,Couro,11,2090,168
2022,Q1,Cidade A,Comercial,Areia,23,6900,62
2022,Q1,Cidade A,Industrial,Barra Metal,91,48776,79
2022,Q1,Cidade A,Industrial,Madeira,55,45925,102
2022,Q1,Cidade A,Industrial,Pedra Britada,85,61455,85
2022,Q1,Cidade A,Industrial,Fio Algodão,20,7920,111
2022,Q1,Cidade A,Industrial,Cimento,29,27173,84
2022,Q1,Cidade A,Industrial,Tecido,28,18256,173
2022,Q1,Cidade A,Industrial,Papel,44,43384,111
2022,Q1,Cidade A,Industrial,Poliéster,56,53760,167
2022,Q1,Cidade A,Industrial,Couro,28,7952,125
2022,Q1,Cidade A,Industrial,Areia,13,12012,56
2022,Q1,Cidade B,Residencial,Barra Metal,54,34128,112
2022,Q1,Cidade B,Residencial,Madeira,30,3060,106
2022,Q1,Cidade B,Residencial,Pedra Britada,15,1635,195
2022,Q1,Cidade B,Residencial,Fio Algodão,33,11055,190
2022,Q1,Cidade B,Residencial,Cimento,100,30300,138
2022,Q1,Cidade B,Residencial,Tecido,71,14200,166
2022,Q1,Cidade B,Residencial,Papel,61,53802,180
2022,Q1,Cidade B,Residencial,Poliéster,88,30360,181
2022,Q1,Cidade B,Residencial,Couro,16,6576,121
2022,Q1,Cidade B,Residencial,Areia,52,46956,59
2022,Q1,Cidade B,Comercial,Barra Metal,22,4576,100
2022,Q1,Cidade B,Comercial,Madeira,81,9720,158
2022,Q1,Cidade B,Comercial,Pedra Britada,14,2324,96
2022,Q1,Cidade B,Comercial,Fio Algodão,66,49170,183
2022,Q1,Cidade B,Comercial,Cimento,14,7238,60
2022,Q1,Cidade B,Comercial,Tecido,81,54108,158
2022,Q1,Cidade B,Comercial,Papel,43,21586,136
2022,Q1,Cidade B,Comercial,Poliéster,89,12282,83
2022,Q1,Cidade B,Comercial,Couro,47,32195,194
2022,Q1,Cidade B,Comercial,Areia,70,60340,154
2022,Q1,Cidade B,Industrial,Barra Metal,80,19280,124
2022,Q1,Cidade B,Industrial,Madeira,90,68670,180
2022,Q1,Cidade B,Industrial,Pedra Britada,47,26508,82
2022,Q1,Cidade B,Industrial,Fio Algodão,69,23253,74
2022,Q1,Cidade B,Industrial,Cimento,25,15475,137
2022,Q1,Cidade B,Industrial,Tecido,98,50568,96
2022,Q1,Cidade B,Industrial,Papel,99,30492,167
2022,Q1,Cidade B,Industrial,Poliéster,34,22950,127
2022,Q1,Cidade B,Industrial,Couro,72,60048,50
2022,Q1,Cidade B,Industrial,Areia,44,26004,144
2022,Q1,Cidade C,Residencial,Barra Metal,34,4454,74
2022,Q1,Cidade C,Residencial,Madeira,13,7878,56
2022,Q1,Cidade C,Residencial,Pedra Britada,41,7544,71
2022,Q1,Cidade C,Residencial,Fio Algodão,15,3480,103
2022,Q1,Cidade C,Residencial,Cimento,12,11208,113
2022,Q1,Cidade C,Residencial,Tecido,95,64030,173
2022,Q1,Cidade C,Residencial,Papel,99,23661,185
2022,Q1,Cidade C,Residencial,Poliéster,74,33226,50
2022,Q1,Cidade C,Residencial,Couro,82,29438,76
2022,Q1,Cidade C,Residencial,Areia,97,82838,127
2022,Q1,Cidade C,Comercial,Barra Metal,88,44880,81
2022,Q1,Cidade C,Comercial,Madeira,10,5460,122
2022,Q1,Cidade C,Comercial,Pedra Britada,59,49619,195
2022,Q1,Cidade C,Comercial,Fio Algodão,22,7414,147
2022,Q1,Cidade C,Comercial,Cimento,87,8787,81
2022,Q1,Cidade C,Comercial,Tecido,93,20553,116
2022,Q1,Cidade C,Comercial,Papel,77,26488,82
2022,Q1,Cidade C,Comercial,Poliéster,58,6148,121
2022,Q1,Cidade C,Comercial,Couro,74,67562,119
2022,Q1,Cidade C,Comercial,Areia,71,64681,186
2022,Q1,Cidade C,Industrial,Barra Metal,93,76632,111
2022,Q1,Cidade C,Industrial,Madeira,74,30266,54
2022,Q1,Cidade C,Industrial,Pedra Britada,86,20382,156
2022,Q1,Cidade C,Industrial,Fio Algodão,32,7584,57
2022,Q1,Cidade C,Industrial,Cimento,84,75432,164
2022,Q1,Cidade C,Industrial,Tecido,24,11088,136
2022,Q1,Cidade C,Industrial,Papel,55,42515,118
2022,Q1,Cidade C,Industrial,Poliéster,21,17787,90
2022,Q1,Cidade C,Industrial,Couro,80,36320,146
2022,Q1,Cidade C,Industrial,Areia,11,5863,110
2022,Q1,Cidade D,Residencial,Barra Metal,50,45400,192
2022,Q1,Cidade D,Residencial,Madeira,99,56727,68
2022,Q1,Cidade D,Residencial,Pedra Britada,36,34992,199
2022,Q1,Cidade D,Residencial,Fio Algodão,12,8040,56
2022,Q1,Cidade D,Residencial,Cimento,86,57964,51
2022,Q1,Cidade D,Residencial,Tecido,46,21712,117
2022,Q1,Cidade D,Residencial,Papel,89,86330,72
2022,Q1,Cidade D,Residencial,Poliéster,66,21186,143
2022,Q1,Cidade D,Residencial,Couro,32,30016,87
2022,Q1,Cidade D,Residencial,Areia,24,9384,97
2022,Q1,Cidade D,Comercial,Barra Metal,84,29400,100
2022,Q1,Cidade D,Comercial,Madeira,87,55680,54
2022,Q1,Cidade D,Comercial,Pedra Britada,58,28188,71
2022,Q1,Cidade D,Comercial,Fio Algodão,55,8525,190
2022,Q1,Cidade D,Comercial,Cimento,46,34454,113
2022,Q1,Cidade D,Comercial,Tecido,44,39644,141
2022,Q1,Cidade D,Comercial,Papel,84,70560,100
2022,Q1,Cidade D,Comercial,Poliéster,18,11340,99
2022,Q1,Cidade D,Comercial,Couro,59,11977,122
2022,Q1,Cidade D,Comercial,Areia,88,19536,198
2022,Q1,Cidade D,Industrial,Barra Metal,27,13149,82
2022,Q1,Cidade D,Industrial,Madeira,68,60860,166
2022,Q1,Cidade D,Industrial,Pedra Britada,100,76200,80
2022,Q1,Cidade D,Industrial,Fio Algodão,99,66429,198
2022,Q1,Cidade D,Industrial,Cimento,44,35816,119
2022,Q1,Cidade D,Industrial,Tecido,64,55616,169
2022,Q1,Cidade D,Industrial,Papel,92,16376,95
2022,Q1,Cidade D,Industrial,Poliéster,57,32148,152
2022,Q1,Cidade D,Industrial,Couro,74,38776,51
2022,Q1,Cidade D,Industrial,Areia,26,20670,164
2022,Q1,Cidade E,Residencial,Barra Metal,40,28880,60
2022,Q1,Cidade E,Residencial,Madeira,66,49566,114
2022,Q1,Cidade E,Residencial,Pedra Britada,95,57190,151
2022,Q1,Cidade E,Residencial,Fio Algodão,36,31608,112
2022,Q1,Cidade E,Residencial,Cimento,51,39678,156
2022,Q1,Cidade E,Residencial,Tecido,63,55566,103
2022,Q1,Cidade E,Residencial,Papel,49,47775,110
2022,Q1,Cidade E,Residencial,Poliéster,30,7860,158
2022,Q1,Cidade E,Residencial,Couro,71,53960,70
2022,Q1,Cidade E,Residencial,Areia,71,69225,72
2022,Q1,Cidade E,Comercial,Barra Metal,68,28560,64
2022,Q1,Cidade E,Comercial,Madeira,66,11088,81
2022,Q1,Cidade E,Comercial,Pedra Britada,78,73008,70
2022,Q1,Cidade E,Comercial,Fio Algodão,11,7260,52
2022,Q1,Cidade E,Comercial,Cimento,89,27412,57
2022,Q1,Cidade E,Comercial,Tecido,22,2992,80
2022,Q1,Cidade E,Comercial,Papel,58,6206,178
2022,Q1,Cidade E,Comercial,Poliéster,50,6900,153
2022,Q1,Cidade E,Comercial,Couro,92,78844,115
2022,Q1,Cidade E,Comercial,Areia,62,52638,189
2022,Q1,Cidade E,Industrial,Barra Metal,52,40300,125
2022,Q1,Cidade E,Industrial,Madeira,91,41132,132
2022,Q1,Cidade E,Industrial,Pedra Britada,54,24516,85
2022,Q1,Cidade E,Industrial,Fio Algodão,29,12354,199
2022,Q1,Cidade E,Industrial,Cimento,80,52480,151
2022,Q1,Cidade E,Industrial,Tecido,18,8118,61
2022,Q1,Cidade E,Industrial,Papel,40,7480,157
2022,Q1,Cidade E,Industrial,Poliéster,78,39858,85
2022,Q1,Cidade E,Industrial,Couro,83,27307,164
2022,Q1,Cidade E,Industrial,Areia,59,40710,169
2022,Q2,Cidade A,Residencial,Barra Metal,98,57134,199
2022,Q2,Cidade A,Residencial,Madeira,39,37674,99
2022,Q2,Cidade A,Residencial,Pedra Britada,42,39018,155
2022,Q2,Cidade A,Residencial,Fio Algodão,17,4777,179
2022,Q2,Cidade A,Residencial,Cimento,98,29008,114
2022,Q2,Cidade A,Residencial,Tecido,57,24396,120
2022,Q2,Cidade A,Residencial,Papel,98,34888,121
2022,Q2,Cidade A,Residencial,Poliéster,72,23328,156
2022,Q2,Cidade A,Residencial,Couro,40,36760,123
2022,Q2,Cidade A,Residencial,Areia,81,66663,61
2022,Q2,Cidade A,Comercial,Barra Metal,85,57460,133
2022,Q2,Cidade A,Comercial,Madeira,39,22308,50
2022,Q2,Cidade A,Comercial,Pedra Britada,39,7527,153
2022,Q2,Cidade A,Comercial,Fio Algodão,97,49955,188
2022,Q2,Cidade A,Comercial,Cimento,56,36008,54
2022,Q2,Cidade A,Comercial,Tecido,95,11970,96
2022,Q2,Cidade A,Comercial,Papel,40,11440,174
2022,Q2,Cidade A,Comercial,Poliéster,44,43912,112
2022,Q2,Cidade A,Comercial,Couro,19,7714,108
2022,Q2,Cidade A,Comercial,Areia,49,11662,51
2022,Q2,Cidade A,Industrial,Barra Metal,25,6550,116
2022,Q2,Cidade A,Industrial,Madeira,68,7820,129
2022,Q2,Cidade A,Industrial,Pedra Britada,87,40020,199
2022,Q2,Cidade A,Industrial,Fio Algodão,39,16614,69
2022,Q2,Cidade A,Industrial,Cimento,39,9945,170
2022,Q2,Cidade A,Industrial,Tecido,36,10080,115
2022,Q2,Cidade A,Industrial,Papel,96,26592,167
2022,Q2,Cidade A,Industrial,Poliéster,98,14700,187
2022,Q2,Cidade A,Industrial,Couro,45,22725,164
2022,Q2,Cidade A,Industrial,Areia,76,15428,73
2022,Q2,Cidade B,Residencial,Barra Metal,55,25630,157
2022,Q2,Cidade B,Residencial,Madeira,32,30304,91
2022,Q2,Cidade B,Residencial,Pedra Britada,38,32186,65
2022,Q2,Cidade B,Residencial,Fio Algodão,31,26195,140
2022,Q2,Cidade B,Residencial,Cimento,87,62292,129
2022,Q2,Cidade B,Residencial,Tecido,78,28314,80
2022,Q2,Cidade B,Residencial,Papel,61,41175,185
2022,Q2,Cidade B,Residencial,Poliéster,18,8910,97
2022,Q2,Cidade B,Residencial,Couro,25,24475,81
2022,Q2,Cidade B,Residencial,Areia,86,81786,112
2022,Q2,Cidade B,Comercial,Barra Metal,15,12060,71
2022,Q2,Cidade B,Comercial,Madeira,48,12864,177
2022,Q2,Cidade B,Comercial,Pedra Britada,84,8736,183
2022,Q2,Cidade B,Comercial,Fio Algodão,25,23900,67
2022,Q2,Cidade B,Comercial,Cimento,51,40698,124
2022,Q2,Cidade B,Comercial,Tecido,40,23720,92
2022,Q2,Cidade B,Comercial,Papel,95,16530,87
2022,Q2,Cidade B,Comercial,Poliéster,60,10800,61
2022,Q2,Cidade B,Comercial,Couro,23,17986,113
2022,Q2,Cidade B,Comercial,Areia,59,7198,67
2022,Q2,Cidade B,Industrial,Barra Metal,88,85096,128
2022,Q2,Cidade B,Industrial,Madeira,98,13524,199
2022,Q2,Cidade B,Industrial,Pedra Britada,68,42092,101
2022,Q2,Cidade B,Industrial,Fio Algodão,19,15048,75
2022,Q2,Cidade B,Industrial,Cimento,39,6279,160
2022,Q2,Cidade B,Industrial,Tecido,98,10584,123
2022,Q2,Cidade B,Industrial,Papel,94,25474,190
2022,Q2,Cidade B,Industrial,Poliéster,55,54560,108
2022,Q2,Cidade B,Industrial,Couro,19,17898,171
2022,Q2,Cidade B,Industrial,Areia,40,25040,154
2022,Q2,Cidade C,Residencial,Barra Metal,60,7380,113
2022,Q2,Cidade C,Residencial,Madeira,49,34300,71
2022,Q2,Cidade C,Residencial,Pedra Britada,82,30422,168
2022,Q2,Cidade C,Residencial,Fio Algodão,51,24021,80
2022,Q2,Cidade C,Residencial,Cimento,92,26496,193
2022,Q2,Cidade C,Residencial,Tecido,75,51150,117
2022,Q2,Cidade C,Residencial,Papel,82,64780,82
2022,Q2,Cidade C,Residencial,Poliéster,36,17388,67
2022,Q2,Cidade C,Residencial,Couro,93,78492,183
2022,Q2,Cidade C,Residencial,Areia,76,42712,191
2022,Q2,Cidade C,Comercial,Barra Metal,89,78943,181
2022,Q2,Cidade C,Comercial,Madeira,12,10284,67
2022,Q2,Cidade C,Comercial,Pedra Britada,15,8835,129
2022,Q2,Cidade C,Comercial,Fio Algodão,13,11700,50
2022,Q2,Cidade C,Comercial,Cimento,66,53922,113
2022,Q2,Cidade C,Comercial,Tecido,20,17240,60
2022,Q2,Cidade C,Comercial,Papel,21,16128,153
2022,Q2,Cidade C,Comercial,Poliéster,58,21634,99
2022,Q2,Cidade C,Comercial,Couro,42,17934,84
2022,Q2,Cidade C,Comercial,Areia,20,16240,88
2022,Q2,Cidade C,Industrial,Barra Metal,61,42395,139
2022,Q2,Cidade C,Industrial,Madeira,34,15946,120
2022,Q2,Cidade C,Industrial,Pedra Britada,62,13144,198
2022,Q2,Cidade C,Industrial,Fio Algodão,11,2178,162
2022,Q2,Cidade C,Industrial,Cimento,55,45815,193
2022,Q2,Cidade C,Industrial,Tecido,40,25880,71
2022,Q2,Cidade C,Industrial,Papel,60,26820,175
2022,Q2,Cidade C,Industrial,Poliéster,54,29052,191
2022,Q2,Cidade C,Industrial,Couro,15,6510,145
2022,Q2,Cidade C,Industrial,Areia,59,32804,157
2022,Q2,Cidade D,Residencial,Barra Metal,15,9075,159
2022,Q2,Cidade D,Residencial,Madeira,70,67200,98
2022,Q2,Cidade D,Residencial,Pedra Britada,54,11448,143
2022,Q2,Cidade D,Residencial,Fio Algodão,22,10318,186
2022,Q2,Cidade D,Residencial,Cimento,78,45396,121
2022,Q2,Cidade D,Residencial,Tecido,40,10000,172
2022,Q2,Cidade D,Residencial,Papel,33,16467,128
2022,Q2,Cidade D,Residencial,Poliéster,69,56925,142
2022,Q2,Cidade D,Residencial,Couro,82,28454,109
2022,Q2,Cidade D,Residencial,Areia,83,82502,149
2022,Q2,Cidade D,Comercial,Barra Metal,90,51660,105
2022,Q2,Cidade D,Comercial,Madeira,41,11480,168
2022,Q2,Cidade D,Comercial,Pedra Britada,73,14016,161
2022,Q2,Cidade D,Comercial,Fio Algodão,70,51310,93
2022,Q2,Cidade D,Comercial,Cimento,23,20309,76
2022,Q2,Cidade D,Comercial,Tecido,48,39264,140
2022,Q2,Cidade D,Comercial,Papel,21,7056,61
2022,Q2,Cidade D,Comercial,Poliéster,76,73036,168
2022,Q2,Cidade D,Comercial,Couro,88,46464,126
2022,Q2,Cidade D,Comercial,Areia,44,25124,184
2022,Q2,Cidade D,Industrial,Barra Metal,33,12078,179
2022,Q2,Cidade D,Industrial,Madeira,32,25376,196
2022,Q2,Cidade D,Industrial,Pedra Britada,42,27762,148
2022,Q2,Cidade D,Industrial,Fio Algodão,21,14196,110
2022,Q2,Cidade D,Industrial,Cimento,30,10710,99
2022,Q2,Cidade D,Industrial,Tecido,23,15778,160
2022,Q2,Cidade D,Industrial,Papel,90,54450,181
2022,Q2,Cidade D,Industrial,Poliéster,99,93753,106
2022,Q2,Cidade D,Industrial,Couro,78,74646,153
2022,Q2,Cidade D,Industrial,Areia,39,12129,89
2022,Q2,Cidade E,Residencial,Barra Metal,86,52976,198
2022,Q2,Cidade E,Residencial,Madeira,70,60550,144
2022,Q2,Cidade E,Residencial,Pedra Britada,54,30618,150
2022,Q2,Cidade E,Residencial,Fio Algodão,100,99800,84
2022,Q2,Cidade E,Residencial,Cimento,67,47369,105
2022,Q2,Cidade E,Residencial,Tecido,38,36936,50
2022,Q2,Cidade E,Residencial,Papel,88,15840,174
2022,Q2,Cidade E,Residencial,Poliéster,74,37518,155
2022,Q2,Cidade E,Residencial,Couro,82,74948,87
2022,Q2,Cidade E,Residencial,Areia,100,16200,173
2022,Q2,Cidade E,Comercial,Barra Metal,32,23264,97
2022,Q2,Cidade E,Comercial,Madeira,29,19662,106
2022,Q2,Cidade E,Comercial,Pedra Britada,27,10422,86
2022,Q2,Cidade E,Comercial,Fio Algodão,40,6880,166
2022,Q2,Cidade E,Comercial,Cimento,22,4070,139
2022,Q2,Cidade E,Comercial,Tecido,43,21672,185
2022,Q2,Cidade E,Comercial,Papel,30,17550,105
2022,Q2,Cidade E,Comercial,Poliéster,46,43286,60
2022,Q2,Cidade E,Comercial,Couro,70,25480,152
2022,Q2,Cidade E,Comercial,Areia,84,13608,64
2022,Q2,Cidade E,Industrial,Barra Metal,85,70295,143
2022,Q2,Cidade E,Industrial,Madeira,60,12780,67
2022,Q2,Cidade E,Industrial,Pedra Britada,38,27056,113
2022,Q2,Cidade E,Industrial,Fio Algodão,81,31590,83
2022,Q2,Cidade E,Industrial,Cimento,39,35958,154
2022,Q2,Cidade E,Industrial,Tecido,55,8745,50
2022,Q2,Cidade E,Industrial,Papel,73,13213,95
2022,Q2,Cidade E,Industrial,Poliéster,41,7380,95
2022,Q2,Cidade E,Industrial,Couro,36,35820,75
2022,Q2,Cidade E,Industrial,Areia,96,10848,200
2022,Q3,Cidade A,Residencial,Barra Metal,67,12663,128
2022,Q3,Cidade A,Residencial,Madeira,52,35100,187
2022,Q3,Cidade A,Residencial,Pedra Britada,38,22800,199
2022,Q3,Cidade A,Residencial,Fio Algodão,41,38499,156
2022,Q3,Cidade A,Residencial,Cimento,19,18525,159
2022,Q3,Cidade A,Residencial,Tecido,21,12642,134
2022,Q3,Cidade A,Residencial,Papel,89,17266,157
2022,Q3,Cidade A,Residencial,Poliéster,81,65529,96
2022,Q3,Cidade A,Residencial,Couro,16,14384,101
2022,Q3,Cidade A,Residencial,Areia,96,16416,92
2022,Q3,Cidade A,Comercial,Barra Metal,12,6708,142
2022,Q3,Cidade A,Comercial,Madeira,86,59340,58
2022,Q3,Cidade A,Comercial,Pedra Britada,46,30084,68
2022,Q3,Cidade A,Comercial,Fio Algodão,40,29280,86
2022,Q3,Cidade A,Comercial,Cimento,89,10324,73
2022,Q3,Cidade A,Comercial,Tecido,47,40608,68
2022,Q3,Cidade A,Comercial,Papel,49,15680,98
2022,Q3,Cidade A,Comercial,Poliéster,29,15196,150
2022,Q3,Cidade A,Comercial,Couro,46,37858,91
2022,Q3,Cidade A,Comercial,Areia,81,51354,94
2022,Q3,Cidade A,Industrial,Barra Metal,20,17700,150
2022,Q3,Cidade A,Industrial,Madeira,30,19710,119
2022,Q3,Cidade A,Industrial,Pedra Britada,27,17847,106
2022,Q3,Cidade A,Industrial,Fio Algodão,49,30233,56
2022,Q3,Cidade A,Industrial,Cimento,65,31460,89
2022,Q3,Cidade A,Industrial,Tecido,87,56028,111
2022,Q3,Cidade A,Industrial,Papel,85,9010,148
2022,Q3,Cidade A,Industrial,Poliéster,74,14578,132
2022,Q3,Cidade A,Industrial,Couro,28,26936,154
2022,Q3,Cidade A,Industrial,Areia,44,4972,84
2022,Q3,Cidade B,Residencial,Barra Metal,68,15028,132
2022,Q3,Cidade B,Residencial,Madeira,58,19836,164
2022,Q3,Cidade B,Residencial,Pedra Britada,95,71915,200
2022,Q3,Cidade B,Residencial,Fio Algodão,92,48208,66
2022,Q3,Cidade B,Residencial,Cimento,32,11680,195
2022,Q3,Cidade B,Residencial,Tecido,56,25312,141
2022,Q3,Cidade B,Residencial,Papel,44,8140,189
2022,Q3,Cidade B,Residencial,Poliéster,80,43200,75
2022,Q3,Cidade B,Residencial,Couro,92,85376,152
2022,Q3,Cidade B,Residencial,Areia,41,38991,127
2022,Q3,Cidade B,Comercial,Barra Metal,96,78816,179
2022,Q3,Cidade B,Comercial,Madeira,97,44717,142
2022,Q3,Cidade B,Comercial,Pedra Britada,28,11760,110
2022,Q3,Cidade B,Comercial,Fio Algodão,25,15975,153
2022,Q3,Cidade B,Comercial,Cimento,34,31280,100
2022,Q3,Cidade B,Comercial,Tecido,28,27832,162
2022,Q3,Cidade B,Comercial,Papel,32,3392,91
2022,Q3,Cidade B,Comercial,Poliéster,76,71820,183
2022,Q3,Cidade B,Comercial,Couro,57,45543,175
2022,Q3,Cidade B,Comercial,Areia,62,58094,163
2022,Q3,Cidade B,Industrial,Barra Metal,29,24621,187
2022,Q3,Cidade B,Industrial,Madeira,13,12402,176
2022,Q3,Cidade B,Industrial,Pedra Britada,84,81312,63
2022,Q3,Cidade B,Industrial,Fio Algodão,86,71036,118
2022,Q3,Cidade B,Industrial,Cimento,41,27429,73
2022,Q3,Cidade B,Industrial,Tecido,31,5735,164
2022,Q3,Cidade B,Industrial,Papel,13,9282,177
2022,Q3,Cidade B,Industrial,Poliéster,68,18156,155
2022,Q3,Cidade B,Industrial,Couro,76,51832,154
2022,Q3,Cidade B,Industrial,Areia,14,1946,196
2022,Q3,Cidade C,Residencial,Barra Metal,46,11546,52
2022,Q3,Cidade C,Residencial,Madeira,56,46368,82
2022,Q3,Cidade C,Residencial,Pedra Britada,43,42226,55
2022,Q3,Cidade C,Residencial,Fio Algodão,33,7788,64
2022,Q3,Cidade C,Residencial,Cimento,86,15222,146
2022,Q3,Cidade C,Residencial,Tecido,75,22650,193
2022,Q3,Cidade C,Residencial,Papel,65,26975,130
2022,Q3,Cidade C,Residencial,Poliéster,33,21450,188
2022,Q3,Cidade C,Residencial,Couro,83,82253,106
2022,Q3,Cidade C,Residencial,Areia,96,12192,161
2022,Q3,Cidade C,Comercial,Barra Metal,61,10553,171
2022,Q3,Cidade C,Comercial,Madeira,79,45346,131
2022,Q3,Cidade C,Comercial,Pedra Britada,22,16544,93
2022,Q3,Cidade C,Comercial,Fio Algodão,37,9768,189
2022,Q3,Cidade C,Comercial,Cimento,82,8364,148
2022,Q3,Cidade C,Comercial,Tecido,71,46505,121
2022,Q3,Cidade C,Comercial,Papel,32,16512,55
2022,Q3,Cidade C,Comercial,Poliéster,44,18656,164
2022,Q3,Cidade C,Comercial,Couro,15,14400,179
2022,Q3,Cidade C,Comercial,Areia,26,10478,111
2022,Q3,Cidade C,Industrial,Barra Metal,61,37088,103
2022,Q3,Cidade C,Industrial,Madeira,33,5412,161
2022,Q3,Cidade C,Industrial,Pedra Britada,93,29202,134
2022,Q3,Cidade C,Industrial,Fio Algodão,29,18531,141
2022,Q3,Cidade C,Industrial,Cimento,83,42247,169
2022,Q3,Cidade C,Industrial,Tecido,41,9881,120
2022,Q3,Cidade C,Industrial,Papel,15,11925,81
2022,Q3,Cidade C,Industrial,Poliéster,93,23529,169
2022,Q3,Cidade C,Industrial,Couro,100,89400,57
2022,Q3,Cidade C,Industrial,Areia,81,49248,155
2022,Q3,Cidade D,Residencial,Barra Metal,13,10101,68
2022,Q3,Cidade D,Residencial,Madeira,94,22748,90
2022,Q3,Cidade D,Residencial,Pedra Britada,88,76472,186
2022,Q3,Cidade D,Residencial,Fio Algodão,73,13797,195
2022,Q3,Cidade D,Residencial,Cimento,68,8976,193
2022,Q3,Cidade D,Residencial,Tecido,14,9198,79
2022,Q3,Cidade D,Residencial,Papel,69,13524,183
2022,Q3,Cidade D,Residencial,Poliéster,89,45212,152
2022,Q3,Cidade D,Residencial,Couro,62,36394,123
2022,Q3,Cidade D,Residencial,Areia,98,74872,121
2022,Q3,Cidade D,Comercial,Barra Metal,74,59940,182
2022,Q3,Cidade D,Comercial,Madeira,86,78604,192
2022,Q3,Cidade D,Comercial,Pedra Britada,97,20661,167
2022,Q3,Cidade D,Comercial,Fio Algodão,65,18200,152
2022,Q3,Cidade D,Comercial,Cimento,47,43287,173
2022,Q3,Cidade D,Comercial,Tecido,92,40756,174
2022,Q3,Cidade D,Comercial,Papel,47,21949,196
2022,Q3,Cidade D,Comercial,Poliéster,40,22240,161
2022,Q3,Cidade D,Comercial,Couro,30,8010,76
2022,Q3,Cidade D,Comercial,Areia,13,4407,96
2022,Q3,Cidade D,Industrial,Barra Metal,27,22194,83
2022,Q3,Cidade D,Industrial,Madeira,92,86112,114
2022,Q3,Cidade D,Industrial,Pedra Britada,15,11205,186
2022,Q3,Cidade D,Industrial,Fio Algodão,83,13446,181
2022,Q3,Cidade D,Industrial,Cimento,85,8755,128
2022,Q3,Cidade D,Industrial,Tecido,80,28400,169
2022,Q3,Cidade D,Industrial,Papel,67,15477,95
2022,Q3,Cidade D,Industrial,Poliéster,67,43617,160
2022,Q3,Cidade D,Industrial,Couro,28,12880,151
2022,Q3,Cidade D,Industrial,Areia,78,38610,188
2022,Q3,Cidade E,Residencial,Barra Metal,77,46816,142
2022,Q3,Cidade E,Residencial,Madeira,10,2500,149
2022,Q3,Cidade E,Residencial,Pedra Britada,87,41412,145
2022,Q3,Cidade E,Residencial,Fio Algodão,35,3710,191
2022,Q3,Cidade E,Residencial,Cimento,62,27342,167
2022,Q3,Cidade E,Residencial,Tecido,31,12462,178
2022,Q3,Cidade E,Residencial,Papel,92,83812,67
2022,Q3,Cidade E,Residencial,Poliéster,93,44082,180
2022,Q3,Cidade E,Residencial,Couro,76,40432,95
2022,Q3,Cidade E,Residencial,Areia,72,46512,128
2022,Q3,Cidade E,Comercial,Barra Metal,49,40082,181
2022,Q3,Cidade E,Comercial,Madeira,16,14000,64
2022,Q3,Cidade E,Comercial,Pedra Britada,51,20706,140
2022,Q3,Cidade E,Comercial,Fio Algodão,56,7448,119
2022,Q3,Cidade E,Comercial,Cimento,97,64990,186
2022,Q3,Cidade E,Comercial,Tecido,42,14196,132
2022,Q3,Cidade E,Comercial,Papel,70,37800,109
2022,Q3,Cidade E,Comercial,Poliéster,28,24724,149
2022,Q3,Cidade E,Comercial,Couro,41,38663,168
2022,Q3,Cidade E,Comercial,Areia,81,76707,161
2022,Q3,Cidade E,Industrial,Barra Metal,73,63583,130
2022,Q3,Cidade E,Industrial,Madeira,73,8249,51
2022,Q3,Cidade E,Industrial,Pedra Britada,90,70650,198
2022,Q3,Cidade E,Industrial,Fio Algodão,15,8520,76
2022,Q3,Cidade E,Industrial,Cimento,26,13832,106
2022,Q3,Cidade E,Industrial,Tecido,29,20039,154
2022,Q3,Cidade E,Industrial,Papel,30,18990,120
2022,Q3,Cidade E,Industrial,Poliéster,49,11809,180
2022,Q3,Cidade E,Industrial,Couro,65,18330,65
2022,Q3,Cidade E,Industrial,Areia,42,11802,139
2022,Q4,Cidade A,Residencial,Barra Metal,44,16280,161
2022,Q4,Cidade A,Residencial,Madeira,36,29664,102
2022,Q4,Cidade A,Residencial,Pedra Britada,22,13002,105
2022,Q4,Cidade A,Residencial,Fio Algodão,23,3289,64
2022,Q4,Cidade A,Residencial,Cimento,78,67392,55
2022,Q4,Cidade A,Residencial,Tecido,90,67140,176
2022,Q4,Cidade A,Residencial,Papel,86,75078,161
2022,Q4,Cidade A,Residencial,Poliéster,75,14775,64
2022,Q4,Cidade A,Residencial,Couro,63,45927,95
2022,Q4,Cidade A,Residencial,Areia,43,33970,85
2022,Q4,Cidade A,Comercial,Barra Metal,15,6615,63
2022,Q4,Cidade A,Comercial,Madeira,95,28120,105
2022,Q4,Cidade A,Comercial,Pedra Britada,64,47168,98
2022,Q4,Cidade A,Comercial,Fio Algodão,97,90695,200
2022,Q4,Cidade A,Comercial,Cimento,31,4650,171
2022,Q4,Cidade A,Comercial,Tecido,86,46440,154
2022,Q4,Cidade A,Comercial,Papel,74,8658,103
2022,Q4,Cidade A,Comercial,Poliéster,52,17264,90
2022,Q4,Cidade A,Comercial,Couro,52,35256,156
2022,Q4,Cidade A,Comercial,Areia,56,52864,200
2022,Q4,Cidade A,Industrial,Barra Metal,94,9400,144
2022,Q4,Cidade A,Industrial,Madeira,45,21825,72
2022,Q4,Cidade A,Industrial,Pedra Britada,70,48510,104
